f,x,y,z
0.00,0.0000,0.0000,0.0000
1.00,0.0008,0.0001,0.0002
2.00,0.0008,0.0002,0.0002
3.00,0.0008,0.0001,0.0001
4.00,0.0008,0.0001,0.0001
5.00,0.0009,0.0001,0.0002
6.00,0.0009,0.0002,0.0002
7.00,0.0009,0.0002,0.0002
8.00,0.0008,0.0002,0.0001
9.00,0.0007,0.0000,0.0001
10.00,0.0009,0.0000,0.0001
11.00,0.0009,0.0000,0.0002
12.00,0.0011,0.0001,0.0002
13.00,0.0014,0.0002,0.0003
14.00,0.0015,0.0002,0.0003
15.00,0.0015,0.0002,0.0002
16.00,0.0019,0.0003,0.0003
17.00,0.0020,0.0003,0.0004
18.00,0.0013,0.0001,0.0002
19.00,0.0019,0.0003,0.0005
20.00,0.0023,0.0004,0.0005
21.00,0.0027,0.0004,0.0005
22.00,0.0040,0.0007,0.0008
23.00,0.0055,0.0010,0.0012
24.00,0.0069,0.0013,0.0016
25.00,0.0081,0.0016,0.0018
26.00,0.0135,0.0027,0.0032
27.00,0.0295,0.0060,0.0074
28.00,0.0471,0.0093,0.0117
29.00,0.0148,0.0027,0.0034
30.00,0.0113,0.0022,0.0027
31.00,0.0054,0.0009,0.0013
32.00,0.0054,0.0010,0.0013
33.00,0.0052,0.0008,0.0012
34.00,0.0041,0.0007,0.0007
35.00,0.0036,0.0005,0.0008
36.00,0.0031,0.0003,0.0007
37.00,0.0024,0.0003,0.0004
38.00,0.0012,0.0002,0.0001
39.00,0.0014,0.0001,0.0001
40.00,0.0021,0.0003,0.0004
41.00,0.0015,0.0003,0.0001
42.00,0.0017,0.0003,0.0003
43.00,0.0018,0.0004,0.0003
44.00,0.0015,0.0004,0.0003
45.00,0.0014,0.0003,0.0003
46.00,0.0013,0.0001,0.0002
47.00,0.0010,0.0003,0.0002
48.00,0.0008,0.0003,0.0001
49.00,0.0009,0.0003,0.0000
50.00,0.0012,0.0004,0.0001
51.00,0.0009,0.0008,0.0001
52.00,0.0009,0.0008,0.0002
53.00,0.0011,0.0010,0.0003
54.00,0.0009,0.0022,0.0004
55.00,0.0012,0.0069,0.0015
56.00,0.0011,0.0058,0.0013
57.00,0.0007,0.0022,0.0004
58.00,0.0005,0.0012,0.0002
59.00,0.0007,0.0007,0.0002
60.00,0.0006,0.0005,0.0002
61.00,0.0008,0.0006,0.0001
62.00,0.0008,0.0005,0.0002
63.00,0.0008,0.0003,0.0001
64.00,0.0006,0.0003,0.0002
65.00,0.0006,0.0002,0.0001
66.00,0.0007,0.0001,0.0000
67.00,0.0004,0.0001,0.0001
68.00,0.0003,0.0002,0.0000
69.00,0.0005,0.0002,0.0000
70.00,0.0005,0.0002,0.0001
71.00,0.0004,0.0002,-0.0000
72.00,0.0006,0.0002,0.0002
73.00,0.0006,0.0001,0.0000
74.00,0.0005,0.0001,0.0001
75.00,0.0004,0.0003,0.0001
76.00,0.0005,0.0003,0.0001
77.00,0.0003,0.0003,-0.0001
78.00,0.0003,0.0003,0.0000
79.00,0.0004,0.0003,0.0002
80.00,0.0005,0.0004,0.0003
81.00,0.0003,0.0005,-0.0000
82.00,0.0007,0.0013,0.0004
83.00,0.0015,0.0038,0.0009
84.00,0.0009,0.0030,0.0007
85.00,0.0003,0.0013,0.0003
86.00,0.0004,0.0009,0.0002
87.00,0.0004,0.0004,-0.0001
88.00,0.0000,0.0005,0.0002
89.00,0.0003,0.0003,0.0001
90.00,0.0003,0.0002,-0.0001
91.00,0.0003,0.0002,0.0001
92.00,0.0002,0.0001,-0.0000
93.00,0.0004,0.0000,0.0001
94.00,0.0003,0.0001,0.0002
95.00,0.0002,0.0000,0.0001
96.00,0.0003,0.0001,0.0000
97.00,0.0002,0.0001,0.0000
98.00,0.0003,0.0000,0.0001
99.00,0.0001,0.0000,0.0001
100.00,0.0005,0.0002,0.0002
101.00,0.0003,0.0001,0.0002
102.00,0.0004,0.0001,0.0001
103.00,0.0003,0.0001,0.0003
104.00,0.0004,0.0001,0.0000
105.00,0.0005,0.0002,0.0002
106.00,0.0004,0.0003,0.0003
107.00,0.0005,0.0003,0.0003
108.00,0.0006,0.0003,0.0003
109.00,0.0014,0.0005,0.0007
110.00,0.0029,0.0014,0.0017
111.00,0.0072,0.0041,0.0048
112.00,0.0049,0.0024,0.0031
113.00,0.0015,0.0007,0.0009
114.00,0.0007,0.0004,0.0003
115.00,0.0007,0.0003,0.0004
116.00,0.0007,0.0003,0.0004
117.00,0.0004,0.0002,0.0003
118.00,0.0004,0.0000,0.0002
119.00,0.0003,0.0001,0.0001
120.00,0.0003,0.0002,0.0002
121.00,0.0003,0.0001,0.0002
122.00,0.0004,0.0001,0.0002
123.00,0.0003,0.0002,0.0003
124.00,0.0002,0.0003,0.0002
125.00,0.0003,0.0003,0.0003
126.00,0.0003,0.0001,0.0002
127.00,0.0003,0.0002,0.0002
128.00,0.0003,0.0001,0.0003
129.00,0.0001,0.0002,0.0002
130.00,0.0003,0.0002,0.0005
131.00,0.0005,0.0003,0.0005
132.00,0.0004,0.0003,0.0005
133.00,0.0005,0.0003,0.0008
134.00,0.0007,0.0005,0.0011
135.00,0.0009,0.0005,0.0009
136.00,0.0011,0.0005,0.0013
137.00,0.0020,0.0013,0.0026
138.00,0.0040,0.0028,0.0052
139.00,0.0069,0.0045,0.0084
140.00,0.0053,0.0034,0.0061
141.00,0.0027,0.0016,0.0030
142.00,0.0011,0.0006,0.0013
143.00,0.0010,0.0006,0.0012
144.00,0.0010,0.0004,0.0009
145.00,0.0007,0.0003,0.0007
