f,x,y,z
0.00,0.0000,0.0000,0.0000
1.00,0.0006,0.0002,0.0002
2.00,0.0007,0.0001,0.0001
3.00,0.0006,0.0001,0.0001
4.00,0.0006,0.0002,0.0001
5.00,0.0008,0.0002,0.0002
6.00,0.0008,0.0002,0.0002
7.00,0.0007,0.0002,0.0001
8.00,0.0008,0.0002,0.0002
9.00,0.0008,0.0001,0.0001
10.00,0.0008,0.0002,0.0001
11.00,0.0011,0.0003,0.0002
12.00,0.0011,0.0003,0.0002
13.00,0.0011,0.0002,0.0002
14.00,0.0014,0.0002,0.0003
15.00,0.0015,0.0003,0.0001
16.00,0.0015,0.0003,0.0002
17.00,0.0014,0.0004,0.0002
18.00,0.0017,0.0005,0.0002
19.00,0.0019,0.0005,0.0005
20.00,0.0023,0.0006,0.0005
21.00,0.0032,0.0007,0.0007
22.00,0.0032,0.0007,0.0006
23.00,0.0032,0.0007,0.0007
24.00,0.0055,0.0014,0.0012
25.00,0.0071,0.0019,0.0018
26.00,0.0086,0.0020,0.0022
27.00,0.0129,0.0033,0.0032
28.00,0.0502,0.0132,0.0134
29.00,0.0413,0.0107,0.0112
30.00,0.0165,0.0042,0.0044
31.00,0.0103,0.0027,0.0026
32.00,0.0063,0.0014,0.0016
33.00,0.0042,0.0009,0.0010
34.00,0.0047,0.0010,0.0011
35.00,0.0039,0.0010,0.0009
36.00,0.0027,0.0004,0.0007
37.00,0.0023,0.0003,0.0005
38.00,0.0024,0.0003,0.0006
39.00,0.0018,0.0003,0.0004
40.00,0.0020,0.0003,0.0004
41.00,0.0018,0.0003,0.0003
42.00,0.0015,0.0004,0.0003
43.00,0.0011,0.0002,0.0002
44.00,0.0017,0.0003,0.0003
45.00,0.0013,0.0003,0.0003
46.00,0.0010,0.0002,0.0001
47.00,0.0009,0.0001,0.0002
48.00,0.0012,0.0002,0.0002
49.00,0.0008,0.0001,0.0003
50.00,0.0011,0.0001,0.0001
51.00,0.0010,0.0001,0.0002
52.00,0.0008,0.0002,0.0001
53.00,0.0008,0.0001,0.0000
54.00,0.0011,0.0001,0.0002
55.00,0.0010,0.0000,0.0002
56.00,0.0012,0.0001,0.0005
57.00,0.0047,0.0002,0.0026
58.00,0.0007,-0.0001,0.0002
59.00,0.0008,0.0001,0.0002
60.00,0.0008,0.0001,0.0002
61.00,0.0009,0.0001,0.0002
62.00,0.0007,0.0001,0.0001
63.00,0.0005,0.0002,0.0001
64.00,0.0005,0.0001,0.0001
65.00,0.0005,0.0000,-0.0000
66.00,0.0003,0.0001,0.0002
67.00,0.0004,0.0001,0.0001
68.00,0.0005,0.0001,0.0002
69.00,0.0003,0.0000,0.0001
70.00,0.0005,0.0002,-0.0000
71.00,0.0005,0.0000,0.0001
72.00,0.0003,0.0001,0.0001
73.00,0.0002,0.0001,0.0002
74.00,0.0005,0.0000,0.0001
75.00,0.0003,0.0000,0.0001
76.00,0.0003,-0.0001,0.0001
77.00,0.0003,0.0000,0.0001
78.00,0.0004,0.0002,0.0001
79.00,0.0002,0.0000,0.0001
80.00,0.0004,0.0001,0.0001
81.00,0.0005,0.0001,0.0003
82.00,0.0002,0.0001,0.0001
83.00,0.0003,0.0001,0.0001
84.00,0.0004,0.0002,0.0002
85.00,0.0010,0.0013,0.0007
86.00,0.0009,0.0008,0.0003
87.00,0.0003,0.0005,0.0001
88.00,0.0004,0.0001,0.0001
89.00,0.0003,0.0001,0.0002
90.00,0.0003,0.0000,0.0000
91.00,0.0002,0.0000,0.0001
92.00,0.0003,0.0000,0.0001
93.00,0.0002,0.0001,0.0001
94.00,0.0003,-0.0000,0.0002
95.00,0.0003,-0.0000,0.0001
96.00,0.0001,0.0000,-0.0001
97.00,0.0002,-0.0000,0.0001
98.00,0.0002,0.0000,0.0002
99.00,0.0002,0.0001,0.0001
100.00,0.0003,0.0000,0.0001
101.00,0.0003,-0.0000,0.0001
102.00,0.0003,0.0001,0.0002
103.00,0.0002,0.0001,0.0002
104.00,0.0002,0.0002,0.0001
105.00,0.0001,0.0000,0.0002
106.00,0.0003,0.0001,0.0002
107.00,0.0003,0.0001,0.0001
108.00,0.0004,0.0002,0.0004
109.00,0.0005,0.0004,0.0009
110.00,0.0006,0.0003,0.0005
111.00,0.0008,0.0004,0.0007
112.00,0.0008,0.0008,0.0015
113.00,0.0018,0.0021,0.0033
114.00,0.0039,0.0044,0.0072
115.00,0.0017,0.0018,0.0032
116.00,0.0007,0.0008,0.0014
117.00,0.0003,0.0006,0.0008
118.00,0.0003,0.0003,0.0006
119.00,0.0005,0.0003,0.0008
120.00,0.0003,0.0001,0.0004
121.00,0.0003,0.0002,0.0003
122.00,0.0001,0.0002,0.0003
123.00,0.0002,0.0002,0.0003
124.00,0.0003,0.0001,0.0001
125.00,0.0002,0.0001,0.0001
126.00,0.0003,0.0000,0.0002
127.00,0.0003,0.0002,0.0001
128.00,0.0002,0.0001,0.0002
129.00,0.0003,0.0000,0.0002
130.00,0.0003,0.0001,0.0000
131.00,0.0004,0.0001,0.0000
132.00,0.0003,0.0002,-0.0000
133.00,0.0003,-0.0000,0.0002
134.00,0.0005,0.0001,0.0001
135.00,0.0005,0.0001,0.0003
136.00,0.0004,0.0001,0.0004
137.00,0.0008,0.0000,0.0004
138.00,0.0007,0.0001,0.0005
139.00,0.0011,0.0000,0.0007
140.00,0.0015,0.0000,0.0012
141.00,0.0024,0.0001,0.0017
142.00,0.0075,0.0002,0.0054
143.00,0.0080,0.0001,0.0062
144.00,0.0029,0.0000,0.0023
145.00,0.0018,0.0000,0.0014
146.00,0.0014,0.0000,0.0010
147.00,0.0009,0.0000,0.0008
148.00,0.0006,0.0000,0.0004
149.00,0.0005,0.0001,0.0003
150.00,0.0003,0.0000,0.0003
151.00,0.0001,0.0000,0.0002
152.00,0.0003,-0.0000,0.0002
153.00,0.0004,0.0000,0.0002
154.00,0.0003,0.0000,0.0003
155.00,0.0003,0.0001,0.0003
156.00,0.0003,0.0001,0.0002
157.00,0.0003,0.0001,0.0003
158.00,0.0002,0.0001,0.0004
159.00,0.0002,0.0001,0.0003
160.00,0.0002,0.0001,0.0003
161.00,0.0002,-0.0000,0.0001
162.00,0.0002,0.0001,0.0004
163.00,0.0001,0.0002,0.0002
164.00,0.0003,0.0001,0.0002
165.00,0.0005,0.0002,0.0004
166.00,0.0003,0.0002,0.0005
167.00,0.0004,0.0003,0.0007
168.00,0.0004,0.0003,0.0007
169.00,0.0008,0.0006,0.0015
170.00,0.0021,0.0014,0.0030
171.00,0.0043,0.0028,0.0058
172.00,0.0025,0.0016,0.0032
173.00,0.0011,0.0006,0.0013
174.00,0.0005,0.0002,0.0006
