f,x,y,z
0.00,0.0000,0.0000,0.0000
1.00,0.0007,0.0002,0.0002
2.00,0.0008,0.0001,0.0001
3.00,0.0007,0.0001,0.0002
4.00,0.0007,0.0001,0.0002
5.00,0.0008,0.0002,0.0002
6.00,0.0008,0.0002,0.0002
7.00,0.0006,0.0002,0.0001
8.00,0.0007,0.0001,0.0002
9.00,0.0007,0.0002,0.0001
10.00,0.0008,0.0002,0.0001
11.00,0.0011,0.0002,0.0002
12.00,0.0012,0.0003,0.0002
13.00,0.0013,0.0002,0.0002
14.00,0.0013,0.0003,0.0003
15.00,0.0014,0.0003,0.0002
16.00,0.0014,0.0002,0.0001
17.00,0.0012,0.0002,0.0002
18.00,0.0010,0.0003,0.0002
19.00,0.0014,0.0002,0.0003
20.00,0.0022,0.0005,0.0004
21.00,0.0030,0.0006,0.0006
22.00,0.0037,0.0009,0.0007
23.00,0.0033,0.0008,0.0009
24.00,0.0051,0.0011,0.0011
25.00,0.0065,0.0017,0.0015
26.00,0.0083,0.0019,0.0019
27.00,0.0103,0.0025,0.0025
28.00,0.0544,0.0142,0.0141
29.00,0.0244,0.0063,0.0062
30.00,0.0132,0.0034,0.0033
31.00,0.0086,0.0021,0.0021
32.00,0.0063,0.0015,0.0015
33.00,0.0037,0.0009,0.0007
34.00,0.0038,0.0008,0.0008
35.00,0.0033,0.0007,0.0007
36.00,0.0022,0.0004,0.0005
37.00,0.0013,0.0002,0.0002
38.00,0.0017,0.0001,0.0004
39.00,0.0014,0.0002,0.0002
40.00,0.0018,0.0003,0.0003
41.00,0.0019,0.0003,0.0004
42.00,0.0015,0.0004,0.0003
43.00,0.0010,0.0002,0.0002
44.00,0.0012,0.0003,0.0002
45.00,0.0011,0.0002,0.0002
46.00,0.0009,0.0002,0.0002
47.00,0.0005,0.0001,0.0002
48.00,0.0007,0.0001,0.0001
49.00,0.0007,0.0000,0.0001
50.00,0.0009,0.0001,0.0002
51.00,0.0010,0.0002,0.0002
52.00,0.0008,0.0003,0.0001
53.00,0.0005,0.0001,0.0002
54.00,0.0007,0.0001,0.0003
55.00,0.0009,0.0001,0.0005
56.00,0.0032,0.0003,0.0020
57.00,0.0024,0.0002,0.0012
58.00,0.0010,-0.0000,0.0003
59.00,0.0008,0.0001,0.0003
60.00,0.0007,0.0001,0.0002
61.00,0.0007,0.0001,0.0001
62.00,0.0009,0.0001,0.0003
63.00,0.0005,0.0001,0.0001
64.00,0.0006,0.0001,0.0002
65.00,0.0005,0.0000,-0.0000
66.00,0.0004,-0.0000,0.0002
67.00,0.0002,-0.0000,0.0002
68.00,0.0005,0.0001,0.0002
69.00,0.0003,0.0001,0.0002
70.00,0.0003,0.0001,0.0000
71.00,0.0005,0.0001,0.0002
72.00,0.0005,0.0001,0.0002
73.00,0.0002,0.0000,0.0002
74.00,0.0004,-0.0000,0.0000
75.00,0.0002,-0.0000,0.0001
76.00,0.0003,0.0001,0.0001
77.00,0.0002,0.0000,0.0001
78.00,0.0002,0.0001,0.0000
79.00,0.0002,0.0001,0.0001
80.00,0.0004,0.0001,-0.0000
81.00,0.0004,0.0002,0.0002
82.00,0.0003,0.0001,0.0002
83.00,0.0003,0.0002,0.0000
84.00,0.0009,0.0008,0.0005
85.00,0.0008,0.0011,0.0006
86.00,0.0007,0.0004,0.0003
87.00,0.0003,0.0003,0.0001
88.00,0.0002,0.0001,0.0002
89.00,0.0002,0.0000,0.0003
90.00,0.0003,0.0001,-0.0000
91.00,0.0004,0.0000,0.0002
92.00,0.0003,-0.0000,0.0001
93.00,0.0004,-0.0000,0.0001
94.00,0.0002,-0.0000,0.0002
95.00,0.0003,0.0000,0.0001
96.00,0.0002,-0.0000,0.0000
97.00,0.0001,0.0000,0.0001
98.00,0.0002,0.0000,0.0002
99.00,0.0002,0.0001,0.0000
100.00,0.0003,-0.0000,0.0001
101.00,0.0003,0.0000,0.0002
102.00,0.0002,0.0001,0.0001
103.00,0.0002,0.0000,0.0001
104.00,0.0001,0.0002,0.0001
105.00,0.0001,0.0001,0.0002
106.00,0.0003,0.0001,0.0001
107.00,0.0002,0.0002,0.0002
108.00,0.0003,0.0003,0.0005
109.00,0.0002,0.0004,0.0006
110.00,0.0003,0.0005,0.0007
111.00,0.0007,0.0008,0.0013
112.00,0.0019,0.0021,0.0032
113.00,0.0039,0.0042,0.0065
114.00,0.0024,0.0023,0.0038
115.00,0.0011,0.0012,0.0018
